Post,Comment
Jay Weatherill pledges to lift South Australia’s renewable energy target to 75 per cent.,"This man is a moron....he has taken this State so far back and now the rest of the country has to subsidise the State of South Australia with the GST.  If the South Australian voters are so stupid to elect this man again, they deserve what they get.  Except that the taxpayers in other States should revolt about giving this State the GST they are not entitled to."
Jay Weatherill pledges to lift South Australia’s renewable energy target to 75 per cent.,South Aussies are morons if they elect this muppet
Jay Weatherill pledges to lift South Australia’s renewable energy target to 75 per cent.,Idiot.
Jay Weatherill pledges to lift South Australia’s renewable energy target to 75 per cent.,Rip in peace sa
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Interesting considering when the sun goes down we use at least 90% coal and gas for power
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,How much money will this cost?
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,You can say goodbye to any mid to heavy industry……..which is the plan anyway.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Industrialisation of our beautiful country!How is this an environmental positive again??!Inefficient Unreliable Intrusive Unfathomable!!
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,When does this ever get solved politically you like ! !
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"Ahh well, you get what you vote for i guess."
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,who's responsible in QLD gov't for all this lefty stuff?
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Nuclear is the future.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,they have 88 solar farms and dont know how many wind farms   qld is deforesting  by the millions of acres   that isnt digging holes for hydro also
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"what happens when it floods and when we have fires, we saw  last flood what happened them going under water"
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,btw we have state owned  energy and yet our electricity prices have tripled
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Further subsidies from the Federal Govt?
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,So where's the qld opposition promising at full volume to can this stupid idea.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,THAT MEANS WERE FUKED.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,What could possibly go wrong.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"Wow that's alot of panels to clean alot of grass to mow who gets to clean them after the next dust storm , remember to keep pumping the oil into those wind turbines sounds like alot of maintenance $$$$"
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Whilst they still send gas and coal overseas to give them cheap power
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Get ready for blackouts.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Why is burning coal in Australia wrong yet it is ok for other countries to continue to buy our coal for the same purpose.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Labor destroying the people of this country purely to serve someone else's unproven agenda.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"Over 70% of power still coming from coal, Good luck with pulling off that lie"
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Destroying farming land and destroying the landscape to make UNRELIABLE power
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"Insanity!Save the planet while China, Russia & India etc pollute like crazy.More job losses, higher bills."
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,They are dreaming it will fail!
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Renewable nonsense will do no difference…UN policy brainwashing…the left with media do all this for country control…where was this in 2021
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Target we actually reach will be frequent electricity outages with lots of throwing out the rancid frige contents.
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"Does renewable energy go slower speed down the power lines than coal and gas energy go down power lines, Have ask Sky, They will know "
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,Bye Bye Qeensland 
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,The frothing from the cookers is epic..It's called progress ya dinosaurs ..
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,"23% increase in electricity costs by 1/7/23.Why can the QLD government export coal all over the world and make $13 billion in taxes, but we can’t have cheap energy because the QLD government is closing down coal fired power stations."
Queensland is set to legislate its 80 per cent renewable energy target by the end of the year.Watch the full episode at www.skynews.com.au/flash,The temperature around those solar panels is significantly higher than it would be in an open field. The temperature around trees is less. Plus trees make oxygen and eat CO2…PLANT MORE TREES
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Couldn't possibly be that a market and regulator designed by the industry is not functioning to the benefit of society as a whole.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",It amazes me how the wind turbines are never built any where near the cities but are built in the country area where they destruction of the environment is not seen.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",South Australia is almost 100% successfully reliant on wing and solar so it can be done. Strangely we have the highest power prices in Australia. Go figure.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","The billions of government dollars that go to fossil fuel subsidies slows the green energy transition. That’s why South Australians in this thread whinge about their higher prices for successful green power.        Remove the subsidies, make a level playing field, and transition would be cheap and easy."
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Can’t be achieved without sending everyone broke and can’t be delivered for both resource availability and manpower. Shortages
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","There sure are a lot of small minded comments here, whining about how renewables can’t be successful"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","Take away the subsidies and all the  renewable energy, climate change, barrier reef health would all be solved in a flash."
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",When renewables are completely recyclable I might support them. What happens to wind turbines and solar panels at end of life???
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Wind Generation is a wretched and insufficient technology.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","Why have governments moved away?  Because it works, and that bothers the coalies."
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","Let's get out of this renewable mindset, call these technologies what they currently are, unreliables! Once they become reliable & cost effective, which they currently aren't without a) subsidies b) penalties like royalty increases on fossil fuels to artificially close the conventional / unreliable cost gap. Then we can discuss phasing out the reliable conventional power gen' & replacing with fully developed new technologies including cost effective storage which current tech' batteries aren't!"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","A target is an objective. An objective should fulfil the following criteria. An objective should be realistic, achievable and affordable (cost effective). QED ,perhaps governments have come to realise this."
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","It’s too expensive, with a long way still to go to fulfil the 2050 emissions promise, and it is becoming obvious that Australia can’t afford to continue on with the project, especially when a final budget figure can’t be determined !!"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","Everyone should join a group of activists and demand real, urgent climate and environmental action.It's a big deal - we can't thrive without a stable climate!"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","So with Australia's renewable energy will we cease exporting our pollution to other countries, like in our coal and natural gas at reduced prices"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","I hope our governments, state and federal, will listen to experts, such as Tony Wood at the Grattan Institute and the Clean Energy Council, and consider using the Renewable Energy Target (RET) to accelerate investment in new renewable supply. Time for the commonwealth to join with the states to ""build nationally consistent, market-based approach built on the Large-Scale Renewable Energy Target."""
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Because storage is more expensive than panels.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",And not a word from the green peoples on how our land and waterways are being treated just shows how fair dinkum they are and yet they get support beats me 
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",A direct result of China's ban on Australia's coal for over a year was Chinese people either frozen to death or starved.
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?","If renewable energy is so good, how come I'm watching a show on TV telling us to look forward to blackouts this summer?"
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Wait till they close the coal mines!!
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Got to have nuc
"Of all Australia’s climate policies, the Renewable Energy Target has been the most effective. Why have Australian governments moved away from it?",Cost of living & authenticity
The original and still the best: why it's time to renew Australia's renewable energy policy,Couldn't possibly be that a market and regulator designed by the industry is not functioning to the benefit of society as a whole.
The original and still the best: why it's time to renew Australia's renewable energy policy,It amazes me how the wind turbines are never built any where near the cities but are built in the country area where they destruction of the environment is not seen.
The original and still the best: why it's time to renew Australia's renewable energy policy,South Australia is almost 100% successfully reliant on wing and solar so it can be done. Strangely we have the highest power prices in Australia. Go figure.
The original and still the best: why it's time to renew Australia's renewable energy policy,"The billions of government dollars that go to fossil fuel subsidies slows the green energy transition. That’s why South Australians in this thread whinge about their higher prices for successful green power.        Remove the subsidies, make a level playing field, and transition would be cheap and easy."
The original and still the best: why it's time to renew Australia's renewable energy policy,Can’t be achieved without sending everyone broke and can’t be delivered for both resource availability and manpower. Shortages
The original and still the best: why it's time to renew Australia's renewable energy policy,"There sure are a lot of small minded comments here, whining about how renewables can’t be successful"
The original and still the best: why it's time to renew Australia's renewable energy policy,"Take away the subsidies and all the  renewable energy, climate change, barrier reef health would all be solved in a flash."
The original and still the best: why it's time to renew Australia's renewable energy policy,When renewables are completely recyclable I might support them. What happens to wind turbines and solar panels at end of life???
The original and still the best: why it's time to renew Australia's renewable energy policy,Wind Generation is a wretched and insufficient technology.
The original and still the best: why it's time to renew Australia's renewable energy policy,"Why have governments moved away?  Because it works, and that bothers the coalies."
The original and still the best: why it's time to renew Australia's renewable energy policy,"Let's get out of this renewable mindset, call these technologies what they currently are, unreliables! Once they become reliable & cost effective, which they currently aren't without a) subsidies b) penalties like royalty increases on fossil fuels to artificially close the conventional / unreliable cost gap. Then we can discuss phasing out the reliable conventional power gen' & replacing with fully developed new technologies including cost effective storage which current tech' batteries aren't!"
The original and still the best: why it's time to renew Australia's renewable energy policy,"A target is an objective. An objective should fulfil the following criteria. An objective should be realistic, achievable and affordable (cost effective). QED ,perhaps governments have come to realise this."
The original and still the best: why it's time to renew Australia's renewable energy policy,"It’s too expensive, with a long way still to go to fulfil the 2050 emissions promise, and it is becoming obvious that Australia can’t afford to continue on with the project, especially when a final budget figure can’t be determined !!"
The original and still the best: why it's time to renew Australia's renewable energy policy,"Everyone should join a group of activists and demand real, urgent climate and environmental action.It's a big deal - we can't thrive without a stable climate!"
The original and still the best: why it's time to renew Australia's renewable energy policy,"So with Australia's renewable energy will we cease exporting our pollution to other countries, like in our coal and natural gas at reduced prices"
The original and still the best: why it's time to renew Australia's renewable energy policy,"I hope our governments, state and federal, will listen to experts, such as Tony Wood at the Grattan Institute and the Clean Energy Council, and consider using the Renewable Energy Target (RET) to accelerate investment in new renewable supply. Time for the commonwealth to join with the states to ""build nationally consistent, market-based approach built on the Large-Scale Renewable Energy Target."""
The original and still the best: why it's time to renew Australia's renewable energy policy,Because storage is more expensive than panels.
The original and still the best: why it's time to renew Australia's renewable energy policy,And not a word from the green peoples on how our land and waterways are being treated just shows how fair dinkum they are and yet they get support beats me 
The original and still the best: why it's time to renew Australia's renewable energy policy,A direct result of China's ban on Australia's coal for over a year was Chinese people either frozen to death or starved.
The original and still the best: why it's time to renew Australia's renewable energy policy,"If renewable energy is so good, how come I'm watching a show on TV telling us to look forward to blackouts this summer?"
The original and still the best: why it's time to renew Australia's renewable energy policy,Wait till they close the coal mines!!
The original and still the best: why it's time to renew Australia's renewable energy policy,Got to have nuc
The original and still the best: why it's time to renew Australia's renewable energy policy,Cost of living & authenticity
Craig Kelly: South Australia's 50% renewable energy target has been an 'unmitigated disaster'. #Credlin,He seems to be the only one game enough to speak out against renewables which are making us poorer and destroying businesses.
Craig Kelly: South Australia's 50% renewable energy target has been an 'unmitigated disaster'. #Credlin,Its just about money going to the central banking cartel.https://larryhannigan.com/.../24-high-level-govt-corruption/
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",About time
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Some government. How backward can you get?
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","When Tony dum dum said he would create all those jobs ,who knew it was in the negative."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Does this mean no more taxpayer subsidised eyesores?
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Matthew Ryenbakken
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Yes stop the taxpayer funded eyesores..http://www.tai.org.au/content/pouring-more-fuel-fire
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",And
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Apparently most of the manufacturing jobs have gone because of higher energy prices and bloody govt policies!
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",http://www.dingosoft.com.au/images/timetopanic.png
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",It had to happen the whole thing is a farce..
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Hooray!
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",That seems pretty backwards. Very disappointed in Australian policies lately. I had admired a country with more foresight than my USA.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",RET is a waste of taxpayer's money.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",What about all the jobs lost as a direct result of the CT... this company has profited from the deceitful tax in the first place Wind Farms are a blight
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",australia forever
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Great move.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Good riddance to those disgusting wind farms. They do bugger all for actual power benefits and ruin our beautiful natural landscapes.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","about time, sack all the wind farms"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",AND?
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Yep, just about freaking time"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Good, much much more to do."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",On his way to a million jobs
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","As a LNP supporter, I am disappointed in this. It seems a bit backward"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Australia should be relying on sun and wind for power. We are perfectly placed but oh no, CEO's would lose millions and profits would go down. Its all about the profits which just make rich people richer."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Yep we can now be on the path to restoring the many thousands of jobs this bs RET has caused.These wind farms are unreliable and not sustainable without massive subsidies.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","The Chinese are making so much money from it they wont be happy..but I am VERY  happy as the earth hasent warmed for 17 years.Its actually cooling... The cost to industry for this energy is so high ,,THAT is why industry in going off shore where its cheaper to manufacture and make more jobs for others other than Aussies."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Yes but NOT sustainable without subsidy...................... a bit like the car industry
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","The solution is simple, it's not rocket science, it's not even climate science - build more Coal Fired Power Stations .. These people, and a lot more will have jobs, and who knows, we might even get cheaper power ..Coal is King !"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Good, taxpayer funded garbage to begin with."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",they are a health hazard to humans and animals
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",I'm proud of the government we have. If you invest in this greenie stuff you better have a backup plan
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","If we relied on solar and wind power,, What do we do when the wind dosent blow and the sun dosent shine..Close down industry and lose more jobs..It is profitable companies that employ people, No profit no jobs.. so be thankful for profitable companies, who give you a job and a wage to put food on your table."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",I feel bad for the workers but given the company was only surviving thanks to both subsidies and the RET then stuff them. 
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Get rid of all the wind farms.  No Gov subsidies allowed.  Tell the promoters to build Egyptian type pyramids instead (non-subsidized) as at least pyramids would be a tourist attraction.  POX on the wind farms = SCAMS.  What cheek they have to expect their expensive dribble of electricity be channeled into the national grid without OUR permission.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",I never realised that the Australian Facebook page was inhabited by such a huge array of totally ignorant people. 
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",how much are these wind farms costing us.?
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Geoffrey Fyrhthe. With that type of growth industry the country would be broke in no time. Our tax money is what kept them in business.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",They were never real jobs - just 'creations' of Labour/Greens and Tim Flannery - never sustainable!
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Use of alternative energy is motivating industry participation. Space exploration was also newer cash producing in itself, but produced hundreds of products that are in commercial use now!..."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Is this about the Spanish owned Wind farm who is Subsidised by the Australian People. We are no longer giving money to the car industry, why should we have a higher cost of living to support a company that is not even Australian."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",A very misleading headline.Keppel have been sustaining losses in the business for quite a long time due to imported towers.This was allowed to happen under the Labor government and the result falls due now.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Nature friend system. Thanks for the positive work.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",We lost over 100 workers .... No subsidies here!!!
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",We had the same thing happen when the internet promised decentralisation of the media ... the old boys don't like that ... what we're seeing is a delaying tactic by the old boys who run the electricity and gas companies while they develop a new business model to dominate the emerging technology
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Good! Stupid Jobs, go and do something useful!"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Electricity prices rising, fuel rising and gas prices increasing.CSG being exported, refineries sent overseas and people are being ripped off by Energy Companies.What benefit do Pensioners, unemployed and those on the lower incomes get-nothing. What a disgrace!"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Oh...it's about 100 jobs, not that people care about renewable energy for the environment"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Good wind farms are expensive and unreliable
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","I just moved to Australia, so I don't know how the electricity prices are going here. But without any subsidies, wind power is the second cheapest source in my country (Brazil). To get to this point, there was offered  some temporary laws to protect local industry. Now wind power is competitive there since government cut the subsidies in the right moment. Maybe they should keep protecting this industry here for a little longer until the prices be competitive. After all it's a new technology, it will be cheaper sometime."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",And as an engineer from a mining state as i am i know mining doesn't provide too much jobs. Huge mines are usually operated by no more than a few hundreds.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Cutting subsidies to coal doesn't affect local economies that much. During this 2009 crisis brazilian mining industry (as big as australian's) lost no more than 600-700 jobs.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Brenton Dearing They have fabricated Telstra Towers for many years.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Just another way the Abbott Govt. is saving jobs & creating more!! (NOT)
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","wind power = reckless agenda drive politics.  People have been forced out of their homes by severe migraines and depression, brought on by the relentless noise and vibration from wind turbines.  its all the yuppy town greenies who don't have to live with them who worship at the green altar."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","They are  NOT  made in Australia. So where are the jobs lost, in China?"
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Stupid govt
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",Ronald Creed indeed they do. I have been up a few!
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","They ought to just call it for what it is , Farming the peasants , Truism . Environmentally friendly , False  Plunderer friendly , Reality . Economic disaster and a fraud.  It started with a hand full of Lawyers you know."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",There is no way that a response to make workers redundant can follow so closely after a government decision.
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Wind farms are a blight on the landscape, kill wildlife and fill the coffers of big green companies, who try to keep secret they destroy the environment."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.",what a great move...
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Windmills will destroy us all. Even now they are lurking, waiting to destroy us. Windmills are behind all the major disasters of our time."
"The government's move to lower the renewable energy target has claimed 100 jobs today, at one of Australia's largest manufacturers of wind farm towers.","Why, anyone could be a windmill, even you!"
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,About time
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Some government. How backward can you get?
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,"When Tony dum dum said he would create all those jobs ,who knew it was in the negative."
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Does this mean no more taxpayer subsidised eyesores?
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Matthew Ryenbakken
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Yes stop the taxpayer funded eyesores..http://www.tai.org.au/content/pouring-more-fuel-fire
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,And
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Apparently most of the manufacturing jobs have gone because of higher energy prices and bloody govt policies!
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,http://www.dingosoft.com.au/images/timetopanic.png
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,It had to happen the whole thing is a farce..
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,Hooray!
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,That seems pretty backwards. Very disappointed in Australian policies lately. I had admired a country with more foresight than my USA.
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,RET is a waste of taxpayer's money.
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,What about all the jobs lost as a direct result of the CT... this company has profited from the deceitful tax in the first place Wind Farms are a blight
Move to lower renewable energy target claims 100 jobs at Keppel PrinceONE of Australia’s largest manufacturers of wind farm towers has made 100 workers redundant today in direct response to the Abbott government’s move to lower the renewable energy target.,australia forever
